city,state,lat,lon
Sheffield,MA,42.1001,-73.3611
Sheffield,PA,41.7005,-79.0348
Sheffield,TX,30.6935,-101.8600
Sheffield,VT,44.6178,-72.1239
Sheffield Lake,OH,41.4823,-82.0965
Shelbiana,KY,37.3755,-82.4553
Shelbina,MO,39.6947,-92.0371
Shelburn,IN,39.2099,-87.3612
Shelburne,VT,44.3900,-73.2171
Shelburne Falls,MA,42.6022,-72.7391
Shelby,AL,33.0785,-86.5536
Shelby,IA,41.5339,-95.4469
Shelby,IN,41.1953,-87.3478
Shelby,MI,43.6079,-86.3615
Shelby,MS,33.9491,-90.7625
Shelby,MT,48.5037,-111.8391
Shelby,NC,35.3471,-81.5816
Shelby,NE,41.2435,-97.4295
Shelby,OH,40.8784,-82.6549
Shelby Gap,KY,37.2327,-82.5751
Shelbyville,IL,39.4049,-88.8046
Shelbyville,IN,39.5043,-85.7875
Shelbyville,KY,38.2162,-85.2243
Shelbyville,MI,42.5936,-85.6282
Shelbyville,MO,39.8108,-92.0498
Shelbyville,TN,35.4883,-86.4634
Shelbyville,TX,31.7131,-93.9698
Sheldahl,IA,41.8644,-93.6969
Sheldon,IA,43.1808,-95.8401
Sheldon,IL,40.7803,-87.5736
Sheldon,MO,37.6840,-94.2548
Sheldon,ND,46.5548,-97.4543
Sheldon,SC,32.6014,-80.7933
Sheldon,VT,44.8872,-72.9530
Sheldon,WI,45.3182,-90.9141
Sheldon Springs,VT,44.9061,-72.9781
Sheldonville,MA,42.0347,-71.3875
Shell,WY,44.5636,-107.8243
Shell Knob,MO,36.6167,-93.6249
Shell Lake,WI,45.7536,-91.9606
Shell Rock,IA,42.7061,-92.5888
Shelley,ID,43.3769,-112.1075
Shellman,GA,31.7561,-84.6153
Shellsburg,IA,42.0848,-91.8746
Shelly,MN,47.4554,-96.7838
Shelocta,PA,40.6388,-79.3191
Shelter Island,NY,41.0640,-72.3366
Shelter Island Heights,NY,41.0742,-72.3481
Shelton,CT,41.3047,-73.1294
Shelton,NE,40.7717,-98.7435
Shelton,WA,47.2086,-123.0729
Shenandoah,IA,40.7581,-95.3648
Shenandoah,PA,40.8167,-76.2035
Shenandoah,VA,38.5010,-78.6090
Shenandoah Junction,WV,39.3711,-77.8892
Shenorock,NY,41.3317,-73.7386
Shepardsville,IN,39.6008,-87.4175
Shepherd,MI,43.5657,-84.5873
Shepherd,MT,45.9461,-108.3426
Shepherd,TX,30.4834,-95.0929
Shepherdstown,WV,39.4311,-77.8158
Shepherdsville,KY,38.0045,-85.6888
Sheppard Afb,TX,33.9824,-98.5088
Sheppton,PA,40.8881,-76.1380
Sherard,MS,34.2156,-90.7061
Sherborn,MA,42.2331,-71.3787
Sherburn,MN,43.6611,-94.7269
Sherburne,NY,42.6859,-75.4830
Sheridan,AR,34.3165,-92.3657
Sheridan,CA,38.9915,-121.3621
Sheridan,IL,41.5164,-88.6706
Sheridan,IN,40.1104,-86.2367
Sheridan,ME,46.6572,-68.4056
Sheridan,MI,43.2126,-85.0468
Sheridan,MO,40.4928,-94.5701
Sheridan,MT,45.4230,-112.1735
Sheridan,NY,42.4883,-79.2375
Sheridan,OR,45.0897,-123.4003
Sheridan,TX,29.4933,-96.6708
Sheridan,WY,44.7849,-106.9648
Sheridan Lake,CO,38.4622,-102.2954
Sherman,CT,41.5714,-73.4947
Sherman,IL,39.8895,-89.6025
Sherman,ME,45.8777,-68.3696
Sherman,MS,34.3592,-88.8411
Sherman,NY,42.1631,-79.5857
Sherman,TX,33.6435,-96.6075
Sherman Oaks,CA,34.1514,-118.4603
Shermans Dale,PA,40.3299,-77.1809
Sherrard,IL,41.3027,-90.4939
Sherrill,AR,34.3581,-91.9933
Sherrill,IA,42.6171,-90.8115
Sherrill,NY,43.0704,-75.5990
Sherrills Ford,NC,35.5962,-81.0339
Sherrodsville,OH,40.5184,-81.2339
Sherwood,AR,34.8593,-92.2142
Sherwood,MD,38.7374,-76.3278
Sherwood,MI,42.0107,-85.2408
Sherwood,ND,48.9576,-101.6970
Sherwood,OH,41.2946,-84.5417
Sherwood,OR,45.3514,-122.8567
Sherwood,TN,35.0992,-85.9238
Sherwood,WI,44.1736,-88.2597
Shevlin,MN,47.5004,-95.2450
Sheyenne,ND,47.8184,-99.0583
Shickley,NE,40.4077,-97.7143
Shickshinny,PA,41.1767,-76.1671
Shidler,OK,36.8149,-96.6750
Shields,ND,46.1838,-101.2589
Shiloh,GA,32.8067,-84.7412
Shiloh,NC,36.2584,-76.0432
Shiloh,NJ,39.4589,-75.2994
Shiloh,OH,40.9340,-82.5222
Shiloh,TN,35.1195,-88.3507
Shiner,TX,29.4280,-97.1640
Shingle Springs,CA,38.6656,-120.9759
Shinglehouse,PA,41.9572,-78.1906
Shingleton,MI,46.3512,-86.4823
Shingletown,CA,40.5050,-121.8857
Shinhopple,NY,42.0386,-75.0681
Shinnston,WV,39.3888,-80.2834
Shiocton,WI,44.4972,-88.5562
Shipman,IL,39.1242,-90.0487
Shipman,VA,37.7480,-78.8246
Shippensburg,PA,40.0514,-77.5195
Shippenville,PA,41.2475,-79.4332
Shippingport,PA,40.6260,-80.4199
Shiprock,NM,36.6560,-108.7355
Shipshewana,IN,41.6633,-85.5932
Shirland,IL,42.4444,-89.1975
Shirley,AR,35.5733,-92.2975
Shirley,IL,40.4174,-89.0822
Shirley,IN,39.9158,-85.5182
Shirley,MA,42.5587,-71.6464
Shirley,NY,40.7439,-72.8760
Shirley,WV,39.3981,-80.7653
Shirley Basin,WY,42.2228,-106.5219
Shirley Mills,ME,45.3656,-69.6186
Shirleysburg,PA,40.3168,-77.8701
Shiro,TX,30.6131,-95.8881
Shishmaref,AK,66.2306,-166.1373
Shoals,IN,38.6791,-86.7761
Shoals,WV,38.3269,-82.4753
Shobonier,IL,38.8446,-89.0790
Shock,WV,38.7575,-80.9687
Shoemakersville,PA,40.4955,-75.9603
Shohola,PA,41.4182,-74.9180
Shokan,NY,41.9767,-74.2119
Shongaloo,LA,32.9713,-93.2963
Shonto,AZ,36.6159,-110.6477
Shook,MO,37.0770,-90.3006
Shoreham,NY,40.9485,-72.8927
Shoreham,VT,43.8862,-73.3054
Shorewood,IL,41.5074,-88.2169
Short Creek,WV,40.1856,-80.6747
Short Hills,NJ,40.7368,-74.3271
Shorter,AL,32.3836,-85.9162
Shorterville,AL,31.6256,-85.1458
Shortsville,NY,42.9690,-77.2273
Shortt Gap,VA,37.1572,-81.8731
Shoshone,CA,35.8992,-116.2645
Shoshone,ID,42.9474,-114.3822
Shoshoni,WY,43.2457,-108.1007
Shoup,ID,45.1851,-114.4060
Show Low,AZ,34.0601,-110.0546
Showell,MD,38.3978,-75.2153
Shreve,OH,40.6926,-82.0325
Shreveport,LA,32.5037,-93.7487
Shrewsbury,MA,42.2848,-71.7205
Shrewsbury,NJ,40.3282,-74.0589
Shrewsbury,PA,39.7601,-76.6748
Shrub Oak,NY,41.3286,-73.8273
Shubert,NE,40.2325,-95.6895
Shubuta,MS,31.9031,-88.7259
Shullsburg,WI,42.5786,-90.2266
Shumway,IL,39.1881,-88.6418
Shungnak,AK,66.9581,-157.6135
Shunk,PA,41.5536,-76.7455
Shuqualak,MS,32.9769,-88.5594
Shushan,NY,43.1106,-73.3231
Shutesbury,MA,42.4820,-72.4213
Siasconset,MA,41.2625,-69.9667
Sibley,IA,43.4069,-95.7424
Sibley,IL,40.5823,-88.3815
Sibley,LA,32.5095,-93.3009
Sibley,MO,39.1627,-94.1990
Sibley,MS,31.3792,-91.3986
Sicily Island,LA,31.8507,-91.6807
Sicklerville,NJ,39.7354,-74.9864
Side Lake,MN,47.6653,-93.0156
Sidell,IL,39.9110,-87.8248
Sidman,PA,40.3299,-78.7460
Sidnaw,MI,46.5047,-88.7083
Sidney,AR,35.9916,-91.6346
Sidney,IA,40.7507,-95.6403
Sidney,IL,40.0232,-88.0690
Sidney,KY,37.5802,-82.3387
Sidney,MI,43.2358,-85.1207
Sidney,MT,47.7130,-104.1634
Sidney,NE,41.1428,-102.9775
Sidney,NY,42.3074,-75.3908
Sidney,OH,40.2874,-84.1622
Sidney,TX,31.9320,-98.7680
Sidney Center,NY,42.2441,-75.2871
Sidon,MS,33.4095,-90.1779
Sieper,LA,31.1970,-92.7698
Sierra Blanca,TX,31.1938,-105.3219
Sierra City,CA,39.5592,-120.6241
Sierra Madre,CA,34.1651,-118.0519
Sierra Vista,AZ,31.5365,-110.2666
Sierraville,CA,39.5943,-120.3478
Sigel,IL,39.2176,-88.4803
Sigel,PA,41.3099,-79.0540
Signal Hill,CA,33.8037,-118.1688
Signal Mountain,TN,35.1494,-85.3362
Sigourney,IA,41.3301,-92.2019
Sigurd,UT,38.8406,-111.9669
Sikes,LA,32.0686,-92.4429
Sikeston,MO,36.8911,-89.5820
Silas,AL,31.7668,-88.3091
Siler,KY,36.7204,-83.9642
Siler City,NC,35.7354,-79.4566
Silerton,TN,35.3403,-88.8061
Siletz,OR,44.7313,-123.9062
Silex,MO,39.1166,-91.0370
Siloam,GA,33.5367,-83.0811
Siloam,NC,36.3002,-80.5772
Siloam Springs,AR,36.1800,-94.5280
Silsbee,TX,30.3244,-94.1907
Silt,CO,39.5415,-107.6574
Siluria,AL,33.2442,-86.8164
Silva,MO,37.2119,-90.4375
Silvana,WA,48.2025,-122.2525
Silver,TX,32.0484,-100.6922
Silver Bay,MN,47.2999,-91.2778
Silver Bay,NY,43.6978,-73.5071
Silver Beach,MA,42.6403,-70.6375
Silver City,IA,41.1130,-95.6269
Silver City,MS,33.0507,-90.4928
Silver City,NM,32.7900,-108.2749
Silver City,NV,39.2636,-119.6394
Silver Creek,GA,34.1593,-85.1429
Silver Creek,MN,45.3265,-93.9496
Silver Creek,MS,31.5755,-90.0173
Silver Creek,NE,41.3190,-97.6671
Silver Creek,NY,42.5357,-79.1628
Silver Creek,WA,46.5491,-122.4757
Silver Gate,MT,45.0069,-109.9889
Silver Grove,KY,39.0343,-84.3908
Silver Lake,IN,41.0743,-85.8792
Silver Lake,KS,39.1102,-95.8552
Silver Lake,MN,44.9139,-94.1974
Silver Lake,NH,43.8790,-71.1905
Silver Lake,NY,42.7017,-78.0222
Silver Lake,OR,43.2582,-120.7801
Silver Lake,WI,42.5461,-88.1656
Silver Plume,CO,39.6961,-105.7253
Silver Point,TN,36.1006,-85.7338
Silver Spring,MD,39.0191,-77.0076
Silver Spring,PA,40.0642,-76.4375
Silver Springs,FL,29.2076,-81.9219
Silver Springs,NV,39.3800,-119.2705
Silver Springs,NY,42.6694,-78.0930
Silver Star,MT,45.7571,-112.1776
Silverado,CA,33.7461,-117.6361
Silverdale,PA,40.3475,-75.2714
Silverdale,WA,47.6920,-122.7161
Silverhill,AL,30.5222,-87.7457
Silverlake,WA,46.3163,-122.7649
Silverpeak,NV,37.7644,-117.9459
Silverstreet,SC,34.2356,-81.7037
Silverthorne,CO,39.6375,-106.0614
Silverton,CO,37.8090,-107.6667
Silverton,ID,47.4931,-115.9544
Silverton,OR,44.9910,-122.7627
Silverton,TX,34.4641,-101.3169
Silverwood,MI,43.3141,-83.2720
Silvis,IL,41.5007,-90.4126
Simi Valley,CA,34.2694,-118.7805
Simla,CO,39.1465,-104.0862
Simmesport,LA,30.9771,-91.8259
Simms,MT,47.4917,-111.9272
Simms,TX,33.4987,-94.6039
Simon,WV,37.6197,-81.7586
Simonton,TX,29.6792,-95.9769
Simpson,IL,37.4630,-88.7625
Simpson,KS,39.3731,-97.9489
Simpson,LA,31.2456,-93.0153
Simpson,NC,35.5750,-77.2789
Simpson,WV,39.2667,-80.0936
Simpsonville,KY,38.2312,-85.3548
Simpsonville,MD,39.1867,-76.8822
Simpsonville,SC,34.7369,-82.2544
Sims,AR,34.6462,-93.6741
Sims,IL,38.3923,-88.5306
Sims,NC,35.7435,-78.0859
Simsboro,LA,32.5384,-92.7995
Simsbury,CT,41.8737,-72.8213
Sinai,SD,44.2397,-97.0543
Sinclair,ME,47.1744,-68.2679
Sinclair,WY,41.7797,-107.1091
Sinclairville,NY,42.2455,-79.2673
Singer,LA,30.5329,-93.4650
Singers Glen,VA,38.5525,-78.9136
Sinking Spring,OH,39.0728,-83.3869
Sinks Grove,WV,37.6621,-80.5169
Sinnamahoning,PA,41.3762,-78.0661
Sinsinawa,WI,42.5236,-90.5392
Sinton,TX,28.0339,-97.5196
Sioux Center,IA,43.0814,-96.1800
Sioux City,IA,42.4972,-96.4029
Sioux Falls,SD,43.4880,-96.7343
Sioux Falls,SD,43.6017,-96.7051
Sioux Rapids,IA,42.9065,-95.1388
Sipesville,PA,40.0992,-79.0914
Sipsey,AL,33.8247,-87.0861
Siren,WI,45.7821,-92.3892
Sisseton,SD,45.6644,-97.0232
Sister Bay,WI,45.1875,-87.1139
Sisters,OR,44.3073,-121.5241
Sistersville,WV,39.5584,-80.9818
Sitka,AK,57.0514,-135.3166
Sitka,KY,37.8922,-82.8446
Six Lakes,MI,43.4337,-85.1416
Six Mile,SC,34.8283,-82.8278
Six Mile Run,PA,40.1576,-78.2108
Sixes,OR,42.8250,-124.4409
Sizerock,KY,37.1608,-83.3733
Skagway,AK,59.4685,-135.3018
Skamokawa,WA,46.2952,-123.4332
Skandia,MI,46.3490,-87.2481
Skaneateles,NY,42.9258,-76.4052
Skaneateles Falls,NY,42.9931,-76.4564
Skanee,MI,46.8747,-88.1732
Skellytown,TX,35.5685,-101.1721
Skelton,WV,37.8106,-81.1875
Skiatook,OK,36.3725,-96.0123
Skidmore,MO,40.2896,-95.0792
Skidmore,TX,28.2306,-97.6661
Skillman,NJ,40.4173,-74.6938
Skippack,PA,40.2228,-75.3992
Skippers,VA,36.5797,-77.5437
Skipperville,AL,31.5516,-85.5496
Skipwith,VA,36.7317,-78.5306
Skokie,IL,42.0362,-87.7328
Skowhegan,ME,44.7772,-69.6976
Skull Valley,AZ,34.5053,-112.6847
Skwentna,AK,61.9583,-151.1817
Skyforest,CA,34.2353,-117.1783
Skykomish,WA,47.6922,-121.3713
Skyland,NC,35.4892,-82.5244
Skytop,PA,41.2278,-75.2386
Slab Fork,WV,37.6796,-81.2279
Slade,KY,37.7890,-83.6849
Slagle,LA,31.2022,-93.1272
Slanesville,WV,39.4026,-78.5060
Slate Hill,NY,41.3760,-74.4847
Slate Run,PA,41.4728,-77.5019
Slate Spring,MS,33.8553,-89.3114
Slatedale,PA,40.7444,-75.6569
Slater,CO,40.9480,-107.4972
Slater,IA,41.8765,-93.6812
Slater,MO,39.2163,-93.0547
Slater,SC,35.0317,-82.4953
Slatersville,RI,42.0015,-71.5682
Slaterville Springs,NY,42.4011,-76.3157
Slatington,PA,40.7407,-75.6216
Slaton,TX,33.4368,-101.6519
Slatyfork,WV,38.3812,-80.0404
Slaughter,LA,30.7991,-91.0523
Slaughters,KY,37.5054,-87.5053
Slayden,TN,36.2947,-87.4703
Slayton,MN,43.9856,-95.7554
Sledge,MS,34.3823,-90.2090
Sleepy Eye,MN,44.2821,-94.7273
Sleetmute,AK,61.6346,-157.1183
Slemp,KY,37.0804,-83.1169
Slick,OK,35.7769,-96.2658
Slickville,PA,40.4653,-79.5067
Slidell,LA,30.2784,-89.7712
Slidell,TX,33.3597,-97.3914
Sligo,PA,41.1139,-79.4805
Slinger,WI,43.3322,-88.2824
Slingerlands,NY,42.6485,-73.8711
Slippery Rock,PA,41.0454,-80.0468
Sloan,IA,42.2427,-96.2306
Sloan,NV,35.9436,-115.2172
Sloansville,NY,42.7599,-74.3642
Sloatsburg,NY,41.1605,-74.1881
Slocomb,AL,31.0956,-85.5830
Slocum,RI,41.5212,-71.5372
Sloughhouse,CA,38.5075,-121.0941
Slovan,PA,40.3631,-80.3992
Smackover,AR,33.3398,-92.7442
Smallwood,NY,41.6653,-74.8197
Smarr,GA,32.9853,-83.8822
Smartt,TN,35.6403,-85.8367
Smartville,CA,39.2043,-121.2667
Smelterville,ID,47.5371,-116.2401
Smethport,PA,41.8021,-78.4702
Smicksburg,PA,40.8372,-79.1614
Smilax,KY,37.1663,-83.2845
Smiley,TX,29.2655,-97.6227
Smith,NV,38.9172,-119.3890
Smith Center,KS,39.8042,-98.7842
Smith Lake,NM,35.5222,-108.1392
Smith Mills,KY,37.7983,-87.7619
Smith River,CA,41.9362,-124.1661
Smithboro,IL,38.8739,-89.3266
Smithboro,NY,42.0339,-76.4006
Smithburg,WV,39.2883,-80.7317
Smithdale,MS,31.3672,-90.6752
Smithers,WV,38.1811,-81.3072
Smithfield,IL,40.4855,-90.2856
Smithfield,KY,38.3933,-85.2656
Smithfield,ME,44.6301,-69.8075
Smithfield,NC,35.5068,-78.3479
Smithfield,NE,40.5836,-99.8239
Smithfield,OH,40.2708,-80.7817
Smithfield,PA,39.7923,-79.8127
Smithfield,RI,41.8964,-71.5207
Smithfield,UT,41.8403,-111.8528
Smithfield,VA,36.9811,-76.6368
Smithfield,WV,39.5134,-80.5582
Smithland,IA,42.2408,-95.9486
Smithland,KY,37.1227,-88.3836
Smithmill,PA,40.7678,-78.3994
Smiths Creek,MI,42.9221,-82.5745
Smiths Grove,KY,37.0581,-86.1938
Smiths Station,AL,32.5201,-85.1000
Smithsburg,MD,39.6470,-77.5706
Smithshire,IL,40.7400,-90.7399
Smithton,IL,38.4231,-89.9896
Smithton,MO,38.6500,-93.1081
Smithton,PA,40.1443,-79.7313
Smithtown,NY,40.8542,-73.2138
Smithville,AR,36.0908,-91.2745
Smithville,GA,31.8847,-84.2271
Smithville,IN,39.0711,-86.5069
Smithville,MO,39.3917,-94.5592
Smithville,MS,34.0648,-88.3900
Smithville,OH,40.8592,-81.8633
Smithville,OK,34.4791,-94.6191
Smithville,TN,35.9299,-85.8046
Smithville,TX,30.0178,-97.1494
Smithville,WV,39.0671,-81.0620
Smithville Flats,NY,42.3989,-75.8237
Smithwick,SD,43.2684,-103.1988
Smoaks,SC,33.0963,-80.8130
Smock,PA,39.9961,-79.7678
Smokerun,PA,40.7947,-78.4278
Smoketown,PA,40.0407,-76.2201
Smoot,WV,37.8772,-80.6680
Smoot,WY,42.6192,-110.9224
Smyer,TX,33.5842,-102.1628
Smyrna,DE,39.2934,-75.6008
Smyrna,GA,33.8796,-84.5023
Smyrna,MI,43.0594,-85.2628
Smyrna,NC,34.7734,-76.5153
Smyrna,NY,42.6896,-75.6121
Smyrna,SC,35.0308,-81.3896
Smyrna,TN,35.9656,-86.5048
Smyrna Mills,ME,46.1464,-68.2064
Sneads,FL,30.7276,-84.9337
Sneads Ferry,NC,34.5426,-77.4038
Sneedville,TN,36.5275,-83.2529
Snelling,CA,37.5144,-120.4816
Snellville,GA,33.8039,-84.0397
Snohomish,WA,47.8954,-122.0716
Snook,TX,30.4886,-96.4642
Snoqualmie,WA,47.5293,-121.8225
Snoqualmie Pass,WA,47.4097,-121.4058
Snover,MI,43.4886,-82.9301
Snow,OK,34.3780,-95.4278
Snow Camp,NC,35.9066,-79.4279
Snow Hill,MD,38.1868,-75.4050
Snow Hill,NC,35.4438,-77.6956
Snow Lake,AR,34.0665,-91.0071
Snow Shoe,PA,41.0376,-77.9523
Snowflake,AZ,34.4959,-110.0807
Snowmass,CO,39.2501,-106.9508
Snowmass Village,CO,39.2131,-106.9372
Snowshoe,WV,38.3972,-80.1417
Snowville,UT,41.8403,-112.3534
Snyder,CO,40.3307,-103.5971
Snyder,NE,41.7039,-96.7883
Snyder,OK,34.6548,-98.9508
Snyder,TX,32.7151,-100.9075
Snydersburg,PA,41.3328,-79.3558
Snydertown,PA,40.8741,-76.6749
Soap Lake,WA,47.3830,-119.4860
Sobieski,WI,44.7105,-88.1076
Social Circle,GA,33.6561,-83.7183
Society Hill,SC,34.4512,-79.8865
Socorro,NM,34.0479,-106.8907
Sod,WV,38.2630,-81.8681
Soda Springs,CA,39.3385,-120.4655
Soda Springs,ID,42.6718,-111.5699
Soddy Daisy,TN,35.2527,-85.1630
Sodus,MI,42.0521,-86.3921
Sodus,NY,43.2217,-77.0514
Sodus Point,NY,43.2651,-76.9883
Solana Beach,CA,32.9937,-117.2598
Solano,NM,35.8378,-104.1221
Soldier,IA,41.9942,-95.7825
Soldier,KS,39.5013,-95.9652
Soldier,KY,38.2592,-83.2994
Soldiers Grove,WI,43.3919,-90.7663
Soldotna,AK,60.4818,-151.1358
Solebury,PA,40.3806,-75.0086
Soledad,CA,36.4196,-121.3243
Solen,ND,46.2941,-100.8136
Solgohachia,AR,35.2701,-92.6754
Solo,MO,37.1671,-91.9599
Solomon,AZ,32.8125,-109.6333
Solomon,KS,38.9194,-97.3518
Solomons,MD,38.3341,-76.4589
Solon,IA,41.8099,-91.5086
Solon,ME,44.9676,-69.8330
Solon,OH,41.3866,-81.4421
Solon Springs,WI,46.3888,-91.7702
Solsberry,IN,39.1190,-86.7378
Solsville,NY,42.9106,-75.5181
Solvang,CA,34.6099,-120.1293
Solway,MN,47.5480,-95.1205
Somerdale,NJ,39.8400,-75.0309
Somerdale,OH,40.5664,-81.3608
Somers,CT,41.9978,-72.4583
Somers,IA,42.3561,-94.4464
Somers,MT,48.0793,-114.2355
Somers,NY,41.3346,-73.6951
Somers,WI,42.6403,-87.9103
Somers Point,NJ,39.3223,-74.6008
Somerset,CA,38.6074,-120.6663
Somerset,CO,38.9468,-107.3781
Somerset,IN,40.6692,-85.8283
Somerset,KY,37.0739,-84.6044
Somerset,MA,41.7223,-71.1780
Somerset,MI,42.0447,-84.3947
Somerset,NJ,40.5007,-74.5013
Somerset,OH,39.7936,-82.2991
Somerset,PA,40.0248,-79.0808
Somerset,TX,29.2116,-98.6214
Somerset,VA,38.2047,-78.2504
Somerset,WI,45.1331,-92.6865
Somerset Center,MI,42.0511,-84.4136
Somersville,CT,41.9828,-72.4883
Somersworth,NH,43.2525,-70.8756
Somerton,AZ,32.5634,-114.7127
Somerville,AL,34.4995,-86.8009
Somerville,IN,38.2764,-87.3778
Somerville,MA,42.3829,-71.1028
Somerville,NJ,40.5494,-74.6459
Somerville,OH,39.5554,-84.6219
Somerville,TN,35.2772,-89.3918
Somerville,TX,30.4076,-96.5358
Somerville,VA,38.5217,-77.6097
Somes Bar,CA,41.4330,-123.4759
Somis,CA,34.2798,-119.0115
Somonauk,IL,41.6383,-88.6816
Sondheimer,LA,32.5772,-91.2482
Sonoita,AZ,31.8662,-110.7244
Sonoma,CA,38.2957,-122.4728
Sonora,CA,37.9957,-120.3385
Sonora,KY,37.5221,-85.9230
Sonora,TX,30.5558,-100.6307
Sontag,MS,31.6453,-90.1801
Sonyea,NY,42.6789,-77.8275
Sopchoppy,FL,30.0714,-84.4549
Soper,OK,34.0366,-95.6916
Soperton,GA,32.3869,-82.5871
Sophia,NC,35.8298,-79.8986
Sophia,WV,37.7075,-81.2508
Soquel,CA,37.0035,-121.9503
Sorento,IL,38.9693,-89.5653
Sorrento,FL,28.8035,-81.5323
Sorrento,LA,30.1854,-90.8631
Sorrento,ME,44.4907,-68.1787
Soso,MS,31.7594,-89.3082
Soudan,MN,47.8158,-92.2375
Souderton,PA,40.3128,-75.3213
Soulsbyville,CA,37.9928,-120.2599
Sound Beach,NY,40.9567,-72.9742
Sour Lake,TX,30.1491,-94.3733
Souris,ND,48.9374,-100.7413
South Acworth,NH,43.1769,-72.3411
South Amana,IA,41.7576,-91.9263
South Amboy,NJ,40.4647,-74.2786
South Barre,MA,42.3853,-72.0958
South Barre,VT,44.1769,-72.5061
South Bay,FL,26.6701,-80.7312
South Beach,OR,44.5712,-124.0600
South Beloit,IL,42.4837,-89.0298
South Bend,IN,41.6727,-86.2535
South Bend,NE,41.0017,-96.2450
South Bend,TX,32.9597,-98.7650
South Bend,WA,46.6544,-123.8203
South Berwick,ME,43.2292,-70.7859
South Bethlehem,NY,42.5317,-73.8478
South Bloomingville,OH,39.3741,-82.6394
South Boardman,MI,44.6401,-85.2472
South Boston,VA,36.6963,-78.9188
South Bound Brook,NJ,40.5528,-74.5291
South Branch,MI,44.5014,-83.8686
South Bristol,ME,43.8677,-69.5614
South Britain,CT,41.4708,-73.2519
South Burlington,VT,44.4513,-73.1796
South Butler,NY,43.1314,-76.7661
South Byron,NY,43.0483,-78.0658
South Cairo,NY,42.2734,-73.9640
South Canaan,PA,41.5053,-75.4125
South Carrollton,KY,37.3375,-87.1419
South Carver,MA,41.8406,-70.7472
South Casco,ME,43.8767,-70.5129
South Charleston,OH,39.8469,-83.6608
South Chatham,MA,41.6801,-70.0241
South China,ME,44.3953,-69.5804
South Cle Elum,WA,47.1858,-120.9478
South Colby,WA,47.5222,-122.5361
South Colton,NY,44.5041,-74.8607
South Dartmouth,MA,41.5917,-70.9565
South Dayton,NY,42.3718,-79.0501
South Deerfield,MA,42.4756,-72.6153
South Dennis,MA,41.7097,-70.1585
South Dennis,NJ,39.1783,-74.8203
South Dos Palos,CA,36.9644,-120.6522
South Easton,MA,42.0257,-71.0988
South Egremont,MA,42.1012,-73.4566
South El Monte,CA,34.0557,-118.0444
South Elgin,IL,41.9969,-88.2986
South English,IA,41.4621,-92.1026
South Fallsburg,NY,41.7042,-74.6444
South Fork,CO,37.6725,-106.6125
South Fork,MO,36.6293,-91.9125
South Fork,PA,40.3629,-78.7887
South Freeport,ME,43.8197,-70.1100
South Fulton,TN,36.4814,-88.8808
South Gardiner,ME,44.1800,-69.7572
South Gate,CA,33.9462,-118.2013
South Gibson,PA,41.7544,-75.6067
South Glastonbury,CT,41.6607,-72.5543
South Glens Falls,NY,43.2839,-73.6379
South Grafton,MA,42.1760,-71.6927
South Greenfield,MO,37.3743,-93.8445
South Hackensack,NJ,40.8634,-74.0456
South Hadley,MA,42.2375,-72.5811
South Hamilton,MA,42.6185,-70.8561
South Hampton,NH,42.9113,-70.9769
South Harwich,MA,41.6750,-70.0444
South Haven,KS,37.0500,-97.4042
South Haven,MI,42.4041,-86.2542
South Haven,MN,45.3460,-94.1628
South Heart,ND,46.8127,-103.0162
South Heights,PA,40.5736,-80.2358
South Hero,VT,44.6400,-73.3113
South Hill,VA,36.7124,-78.1534
South Holland,IL,41.5979,-87.5938
South Houston,TX,29.6601,-95.2258
South Hutchinson,KS,38.0073,-97.9081
South International Falls,MN,48.5867,-93.3989
South Jamesport,NY,40.9364,-72.5778
South Jordan,UT,40.5219,-111.9383
South Kent,CT,41.6951,-73.4690
South Kortright,NY,42.3770,-74.7259
South Lake Tahoe,CA,38.9170,-119.9865
South Lancaster,MA,42.4444,-71.6875
South Lebanon,OH,39.3715,-84.2108
South Lee,MA,42.2778,-73.2778
South Lima,NY,42.8553,-77.6756
South Londonderry,VT,43.1831,-72.8118
South Lyme,CT,41.3053,-72.2589
South Lyon,MI,42.4567,-83.6590
South Milford,IN,41.5325,-85.2722
South Mills,NC,36.4536,-76.3033
South Milwaukee,WI,42.9105,-87.8646
South Montrose,PA,41.7972,-75.8917
South Mountain,PA,39.8464,-77.4881
South Naknek,AK,58.7362,-156.8503
South New Berlin,NY,42.5306,-75.3525
South Newbury,NH,43.2956,-71.9972
South Newfane,VT,42.9381,-72.7058
South Orange,NJ,40.7465,-74.2575
South Orleans,MA,41.7506,-69.9917
South Otselic,NY,42.6626,-75.7669
South Ozone Park,NY,40.6754,-73.8158
South Padre Island,TX,26.1111,-97.1673
South Paris,ME,44.2167,-70.5012
South Park,PA,40.2922,-80.0011
South Pasadena,CA,34.1109,-118.1547
South Pekin,IL,40.4944,-89.6517
South Pittsburg,TN,35.0280,-85.7225
South Plainfield,NJ,40.5839,-74.4147
South Plains,TX,34.2244,-101.3092
South Plymouth,NY,42.6053,-75.6330
South Point,OH,38.4339,-82.5529
South Pomfret,VT,43.6797,-72.5349
South Portland,ME,43.6318,-70.2709
South Portsmouth,KY,38.7087,-83.0162
South Prairie,WA,47.1394,-122.0969
South Range,MI,47.0700,-88.6431
South Range,WI,46.5887,-91.9458
